Destination,Dial Codes,Effective Date,Time Band,Rate,Rate Change Indicator,A-number rates,Rounding Rules
"Sierra Leone,Mobile Other",23234,1/9/2022,Flat,0.37238,Decrease,,1-Jan
"Sierra Leone,Mobile Other",23240,1/9/2022,Flat,0.37238,Decrease,,1-Jan
"Sierra Leone,Mobile Other",23244,1/9/2022,Flat,0.37238,Decrease,,1-Jan
"Sierra Leone,Mobile Other",23250,1/9/2022,Flat,0.37238,Decrease,,1-Jan
"Sierra Leone,Mobile Other",23255,1/9/2022,Flat,0.37238,Decrease,,1-Jan
"Sierra Leone,Mobile,Africell",23230,1/9/2022,Flat,0.37238,Decrease,,1-Jan
"Sierra Leone,Mobile,Africell",23233,1/9/2022,Flat,0.37238,Decrease,,1-Jan
"Sierra Leone,Mobile,Africell",23277,1/9/2022,Flat,0.37238,Decrease,,1-Jan
"Sierra Leone,Mobile,Africell",23280,1/9/2022,Flat,0.37238,Decrease,,1-Jan
"Sierra Leone,Mobile,Africell",23288,1/9/2022,Flat,0.37238,Decrease,,1-Jan
"Sierra Leone,Mobile,Africell",23290,1/9/2022,Flat,0.37238,Decrease,,1-Jan
"Sierra Leone,Mobile,Africell",23299,1/9/2022,Flat,0.37238,Decrease,,1-Jan
"Sierra Leone,Mobile,Orange",23272,1/9/2022,Flat,0.2689,Decrease,,1-Jan
"Sierra Leone,Mobile,Orange",23273,1/9/2022,Flat,0.2689,Decrease,,1-Jan
"Sierra Leone,Mobile,Orange",23274,1/9/2022,Flat,0.2689,Decrease,,1-Jan
"Sierra Leone,Mobile,Orange",23275,1/9/2022,Flat,0.2689,Decrease,,1-Jan
"Sierra Leone,Mobile,Orange",23276,1/9/2022,Flat,0.2689,Decrease,,1-Jan
"Sierra Leone,Mobile,Orange",23278,1/9/2022,Flat,0.2689,Decrease,,1-Jan
"Sierra Leone,Mobile,Orange",23279,1/9/2022,Flat,0.2689,Decrease,,1-Jan
Singapore,65,1/9/2022,Flat,0.00662,Decrease,,1-Jan
"Singapore,Mobile",658,1/9/2022,Flat,0.00662,Decrease,,1-Jan
"Singapore,Mobile",659,1/9/2022,Flat,0.00662,Decrease,,1-Jan
Sint Maarten,1721,1/9/2022,Flat,0.08273,Decrease,,1-Jan
"Sint Maarten,Mobile",1721510,1/9/2022,Flat,0.07792,Increase,,1-Jan
"Sint Maarten,Mobile",1721512,1/9/2022,Flat,0.07792,Increase,,1-Jan
"Sint Maarten,Mobile",1721520,1/9/2022,Flat,0.07792,Increase,,1-Jan
"Sint Maarten,Mobile",1721521,1/9/2022,Flat,0.07792,Increase,,1-Jan
"Sint Maarten,Mobile",1721522,1/9/2022,Flat,0.07792,Increase,,1-Jan
"Sint Maarten,Mobile",1721523,1/9/2022,Flat,0.07792,Increase,,1-Jan
"Sint Maarten,Mobile",1721524,1/9/2022,Flat,0.07792,Increase,,1-Jan
"Sint Maarten,Mobile",1721526,1/9/2022,Flat,0.07792,Increase,,1-Jan
"Sint Maarten,Mobile",1721527,1/9/2022,Flat,0.07792,Increase,,1-Jan
"Sint Maarten,Mobile",1721528,1/9/2022,Flat,0.07792,Increase,,1-Jan
"Sint Maarten,Mobile",1721529,1/9/2022,Flat,0.07792,Increase,,1-Jan
"Sint Maarten,Mobile",172155,1/9/2022,Flat,0.07792,Increase,,1-Jan
"Sint Maarten,Mobile",172158,1/9/2022,Flat,0.07792,Increase,,1-Jan
Slovakia,421,1/9/2022,Flat,0.00076,No Change,,1-Jan
"Slovakia,Mobile Other",421950,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile Other",421951,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Orange",421905,1/9/2022,Flat,0.06766,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Orange",421906,1/9/2022,Flat,0.06766,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Orange",421907,1/9/2022,Flat,0.06766,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Orange",421908,1/9/2022,Flat,0.06766,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Orange",421915,1/9/2022,Flat,0.06766,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Orange",421916,1/9/2022,Flat,0.06766,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Orange",421917,1/9/2022,Flat,0.06766,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Orange",421918,1/9/2022,Flat,0.06766,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Orange",421919,1/9/2022,Flat,0.06766,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Orange",421945,1/9/2022,Flat,0.06766,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Telefonica",421940,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Telefonica",421944,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Telefonica",421947,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Telefonica",421948,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,Telefonica",421949,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,T-Mobile",421901,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,T-Mobile",421902,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,T-Mobile",421903,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,T-Mobile",421904,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,T-Mobile",421909,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,T-Mobile",421910,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,T-Mobile",421911,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,T-Mobile",421912,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
"Slovakia,Mobile,T-Mobile",421914,1/9/2022,Flat,0.04229,Increase,A-number rates,1-Jan
Slovenia,386,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38612009,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38612276,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38612350,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38612351,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38612355,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38612430,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38612432,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38612926,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38612927,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38613087,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3861320,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3861330,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3861400,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3861401,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38614440,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3861550,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38615550,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38615555,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3861600,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3861601,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3861620,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3861777,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3861810,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38618280,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38618281,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38618282,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38618283,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38618284,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38618888,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38618889,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38622364,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38622926,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38622927,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3862334,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3862444,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38625552,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38625555,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3862600,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3862620,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3862621,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3862707,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3862820,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38628280,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38628281,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38628282,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38628884,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38632278,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38632432,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38632926,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38632927,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38635550,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38635555,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3863600,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3863620,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3863715,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3863777,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38638280,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38638281,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38638282,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38638283,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38638284,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3863830,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38638888,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38642075,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3864263,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38642926,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38642927,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38645550,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38645555,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3864600,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3864620,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3864777,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38648280,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38648281,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38648282,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3864840,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38652278,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38652926,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38652927,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38655550,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38655555,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3865600,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3865620,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3865632,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3865777,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38658280,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3865850,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38658888,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",386590,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",386591,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3865920,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3865921,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3865922,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3865923,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3865924,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3865925,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",386593,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",386594,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",386595,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3865968,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3865969,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",386597,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38672278,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38672926,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38672927,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3867310,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38675550,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38675555,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3867600,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3867620,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3867777,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",38678280,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3867870,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",386815,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868160,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868161,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868162,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868181,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868182,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868184,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868188,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868221,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868222,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868227,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868228,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868229,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868280,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868281,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868282,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3868288,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",386833,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",386838,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869804,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869806,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869808,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869809,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869810,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869812,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869813,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869815,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869816,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869818,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869820,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869824,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869826,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869827,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Alternative Networks",3869828,1/9/2022,Flat,0.09853,Increase,A-number rates,1-Jan
"Slovenia,Mobile Other",3866555,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile Other",3866560,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile Other",3866570,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile Other",386698,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile Other",3869807,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile Other",3869822,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile Other",3869823,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,A1",38630,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,A1",38640,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,A1",38668,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,A1",386696,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,A1",386697,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,A1",386699,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,A1",3869801,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,A1",3869803,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,T2",3866406,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,T2",386641,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,T2",386642,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,T2",386643,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,T2",386644,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,T2",386645,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,T2",3869814,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,Telekom Slovenia",38631,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,Telekom Slovenia",38641,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,Telekom Slovenia",38651,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,Telekom Slovenia",3869800,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,Telemach",386651,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,Telemach",38670,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,Telemach",38671,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
"Slovenia,Mobile,Telemach",3869802,1/9/2022,Flat,0.25372,Increase,A-number rates,1-Jan
Solomon Islands,677,1/9/2022,Flat,0.73633,Decrease,,60-60
"Solomon Islands,Mobile",6777,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,BMobile",6778,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677912,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677913,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677914,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677915,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677916,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677917,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677918,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677919,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677920,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677921,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677923,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677924,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677925,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677926,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677927,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677928,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677929,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677930,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677931,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Satsol",677932,1/9/2022,Flat,1.241,Decrease,,60-60
"Solomon Islands,Mobile,Smile",67790,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",677910,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",677911,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",677922,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",677933,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",677934,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",677935,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",677936,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",677937,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",677938,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",677939,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",67794,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",67795,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",67796,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",67797,1/9/2022,Flat,2.27517,Decrease,,60-60
"Solomon Islands,Mobile,Smile",67798,1/9/2022,Flat,2.27517,Decrease,,60-60
